account_id,customer_id,account_type,balance,opened_date
420,4943,Checking,13339.32,2016-11-10
421,2163,Checking,19310.34,2019-04-02
422,1406,Savings,7057.17,2018-04-29
423,4878,Investment,34327.54,2019-12-26
424,324,Investment,7713.41,2019-12-21
425,2570,Savings,36772.66,2018-06-06
426,3502,Savings,30064.89,2023-10-18
427,19,Checking,3162.57,2020-11-17
428,3721,Savings,23471.79,2017-10-21
429,797,Savings,27000.71,2022-05-23
430,2675,Checking,20202.62,2023-02-12
431,4533,Investment,18079.26,2020-09-27
432,3257,Savings,35518.17,2023-02-20
433,3103,Savings,49686.44,2017-05-27
434,1198,Investment,31616.74,2019-09-07
435,3263,Checking,1533.09,2021-08-24
436,4382,Savings,26767.28,2021-01-03
437,3117,Investment,22597.61,2017-11-20
438,112,Checking,12470.94,2015-11-02
439,4510,Checking,31772.67,2021-08-27
440,1283,Investment,8598.2,2016-09-15
441,3791,Checking,9861.72,2015-04-18
442,174,Checking,11555.2,2020-02-03
443,4003,Investment,14736.37,2019-08-24
444,387,Savings,5634.07,2022-11-25
445,2908,Checking,5137.58,2016-07-12
446,2533,Checking,13070.44,2015-01-30
447,2407,Checking,4195.64,2020-08-30
448,775,Checking,29683.25,2018-05-28
449,2566,Checking,20645.31,2021-12-29
450,4289,Savings,4052.96,2015-09-23
451,3139,Checking,8867.02,2023-02-02
452,1792,Savings,2700.79,2015-12-04
453,148,Savings,42720.15,2017-04-15
454,1499,Investment,25810.2,2018-01-02
455,3525,Investment,3199.5,2021-12-27
456,1547,Investment,34716.89,2023-04-03
457,1513,Savings,29821.42,2016-01-14
458,4306,Investment,19331.19,2021-04-17
459,425,Savings,23512.66,2021-10-25
460,3810,Investment,25202.82,2021-10-11
461,2136,Savings,29216.18,2023-09-26
462,1024,Savings,35237.0,2021-03-18
463,2587,Savings,16009.13,2015-07-23
464,1598,Checking,24213.0,2020-09-06
465,4750,Savings,5685.09,2022-06-25
466,4642,Checking,32058.83,2023-06-02
467,4390,Savings,3108.53,2018-12-25
468,4560,Investment,6490.31,2017-03-16
469,843,Checking,9073.52,2019-04-27
470,670,Checking,46792.33,2020-11-03
471,4811,Savings,36919.47,2018-06-25
472,3399,Savings,631.88,2021-11-21
473,4773,Savings,19754.43,2020-05-14
474,4276,Investment,20139.6,2016-10-08
475,4992,Checking,35087.56,2018-06-06
476,1817,Checking,19130.94,2021-08-01
477,1896,Checking,46426.11,2023-10-26
478,4933,Investment,12318.17,2018-03-26
479,741,Checking,15219.25,2017-09-17
480,2206,Checking,17264.25,2015-07-22
481,2761,Savings,29088.34,2015-02-23
482,3483,Checking,18069.27,2017-10-14
483,1869,Investment,36850.44,2018-06-07
484,358,Savings,22137.96,2020-04-02
485,2288,Investment,10860.71,2018-01-23
486,954,Checking,16717.85,2020-06-08
487,947,Checking,40296.27,2015-07-08
488,2384,Savings,24148.66,2023-05-16
489,4186,Savings,35357.6,2022-10-18
490,1134,Checking,9470.11,2022-12-03
491,2753,Savings,30270.37,2016-06-15
492,697,Investment,34395.64,2018-09-09
493,588,Investment,2906.22,2019-07-29
494,4252,Savings,17950.54,2018-12-21
495,4134,Checking,17467.82,2015-05-05
496,4873,Investment,32921.7,2019-08-06
497,611,Checking,13670.98,2022-01-30
498,4894,Investment,30840.9,2017-05-10
499,3875,Checking,21213.53,2023-02-23
500,3726,Investment,5293.79,2021-04-23
501,4410,Savings,46361.29,2023-10-17
502,3071,Checking,16882.32,2021-10-28
503,1921,Investment,14542.48,2021-08-02
504,4880,Checking,45800.12,2016-10-24
505,420,Checking,5399.13,2022-11-05
506,3100,Checking,31034.98,2017-03-15
507,4733,Checking,46018.17,2020-09-09
508,1740,Investment,518.1,2021-12-25
509,2166,Investment,36252.52,2017-11-13
510,3293,Checking,12998.8,2022-10-23
511,2932,Checking,32150.33,2019-07-06
512,3392,Savings,46703.32,2015-09-20
513,1533,Checking,9295.03,2023-03-16
514,1047,Savings,33093.13,2021-04-19
515,3846,Checking,45719.65,2016-07-09
516,1353,Checking,10151.31,2020-02-08
517,2142,Savings,32838.51,2023-11-17
518,1648,Investment,7847.24,2022-06-18
519,2653,Savings,11354.32,2019-10-09
520,4444,Investment,49467.19,2016-05-27
521,1132,Checking,24028.19,2016-02-01
522,908,Investment,33921.08,2018-10-25
523,2476,Savings,11350.14,2017-11-25
524,2038,Checking,35337.0,2016-06-03
525,1678,Checking,40092.39,2019-07-08
526,477,Savings,14533.34,2016-03-27
527,888,Checking,47893.63,2022-05-14
528,4312,Checking,32350.36,2018-06-11
529,1436,Savings,41934.45,2023-01-15
530,131,Investment,16523.47,2019-01-04
531,1432,Savings,2196.15,2023-10-02
532,2881,Investment,13543.56,2023-10-13
533,1980,Checking,4607.37,2016-01-07
534,2659,Investment,13728.17,2015-12-21
535,2849,Investment,26201.58,2022-07-18
536,1097,Savings,19268.49,2016-07-03
537,2618,Investment,32230.96,2021-01-09
538,2724,Savings,6986.67,2019-04-10
539,2580,Savings,20200.13,2015-10-06
540,141,Savings,48608.45,2021-04-01
541,1448,Investment,14835.79,2015-09-05
542,544,Savings,23425.73,2023-10-15
543,3847,Checking,36888.01,2018-11-10
544,1004,Savings,2589.14,2021-09-27
545,1534,Savings,36284.62,2022-09-08
546,2398,Savings,21321.98,2018-10-23
547,3800,Checking,13254.42,2023-07-24
548,4311,Savings,14182.81,2017-10-26
549,3285,Investment,13918.09,2018-09-14
550,3759,Checking,24900.82,2017-09-07
551,4684,Checking,21812.52,2017-01-19
552,4696,Savings,28087.13,2017-03-12
553,1754,Savings,40589.27,2017-12-05
554,3515,Checking,8259.98,2017-12-26
555,439,Checking,22961.2,2020-10-21
556,1155,Savings,49029.53,2021-12-13
557,3163,Checking,21074.09,2020-01-13
558,18,Investment,48894.59,2017-09-25
559,3665,Investment,45101.33,2019-10-10
560,3566,Checking,32575.88,2018-05-04
561,4047,Investment,33502.29,2021-02-23
562,126,Checking,32771.36,2019-05-31
563,1848,Checking,24146.46,2017-01-09
564,2830,Investment,9159.9,2021-06-16
565,1398,Checking,25537.36,2018-01-20
566,3815,Checking,18541.66,2016-11-08
567,830,Investment,37250.27,2016-11-02
568,3400,Investment,44525.08,2015-03-18
569,2300,Checking,11269.23,2017-11-20
570,3592,Investment,43189.29,2020-07-20
571,2422,Checking,18801.73,2017-09-16
572,2738,Investment,25851.63,2016-03-26
573,120,Investment,14059.22,2015-05-01
574,942,Investment,44961.86,2019-10-30
575,2828,Investment,17939.89,2017-01-30
576,2802,Investment,49497.64,2018-06-17
577,4347,Investment,40287.63,2015-10-22
578,3271,Checking,40795.29,2023-03-03
579,4682,Savings,24695.52,2023-11-04
580,483,Checking,39108.18,2015-08-22
581,3899,Checking,27638.9,2015-01-06
582,2295,Checking,48604.62,2021-11-21
583,141,Checking,17092.79,2017-09-23
584,108,Investment,12479.8,2022-03-05
585,3774,Investment,49867.36,2017-08-06
586,2590,Savings,29484.52,2016-08-16
587,2387,Investment,38604.68,2018-10-13
588,4691,Investment,17052.04,2022-03-08
589,4611,Checking,48400.74,2021-09-18
590,2740,Investment,21174.23,2022-05-18
591,4330,Checking,5723.33,2018-08-24
592,4584,Investment,14524.32,2017-12-23
593,4554,Savings,18413.06,2017-03-16
594,2207,Savings,22610.61,2018-06-27
595,2600,Savings,42503.83,2019-07-13
596,575,Checking,45484.93,2017-02-07
597,3043,Savings,49343.97,2015-02-16
598,2030,Savings,36619.09,2016-08-05
599,4038,Checking,15653.24,2021-08-21
600,31,Investment,44516.19,2017-02-25
601,867,Investment,25488.52,2023-10-11
602,2650,Investment,11015.19,2021-06-16
603,4687,Savings,43867.8,2017-10-21
604,866,Investment,2073.13,2017-12-24
605,3847,Investment,22669.68,2018-09-26
606,3390,Checking,30149.58,2015-11-04
607,1565,Savings,20292.96,2018-08-14
608,421,Investment,14091.86,2016-01-12
609,152,Savings,23059.04,2023-04-29
610,3131,Checking,7449.51,2023-05-06
611,4723,Checking,8437.59,2022-07-01
612,4293,Investment,5874.14,2015-02-05
613,3152,Checking,17876.1,2018-12-03
614,2843,Savings,9093.04,2022-07-19
615,3529,Checking,49314.94,2019-05-18
616,1407,Investment,14530.84,2017-05-09
617,3368,Checking,44509.01,2023-10-26
618,1006,Checking,49608.88,2021-01-08
619,3409,Savings,3632.44,2023-05-31
620,3459,Investment,17818.28,2021-11-21
621,3825,Investment,46642.3,2021-09-13
622,389,Savings,22916.05,2016-08-12
623,4558,Checking,19216.76,2022-07-18
624,976,Savings,43371.33,2017-07-15
625,3528,Investment,9539.33,2015-02-22
626,2964,Savings,42573.65,2023-08-22
627,4198,Checking,7617.16,2018-05-19
628,3162,Checking,40248.12,2021-04-11
629,998,Investment,10347.22,2022-07-14
630,3011,Savings,29494.79,2020-05-05
631,1931,Investment,28065.81,2015-03-19
632,3658,Checking,24820.22,2018-10-09
633,2876,Checking,26816.82,2017-04-13
634,2307,Checking,19055.64,2019-09-21
635,2457,Checking,11971.18,2020-07-27
636,1779,Savings,29165.54,2017-06-17
637,1797,Investment,43742.13,2023-01-09
638,4868,Checking,48371.62,2020-07-03
639,2377,Investment,6243.35,2017-01-20
640,4433,Savings,12889.96,2023-10-29
641,1207,Savings,15533.98,2017-01-31
642,4226,Checking,40981.99,2021-08-11
643,1092,Savings,7611.42,2019-02-18
644,3550,Checking,49016.87,2021-02-09
645,1858,Checking,22498.52,2018-09-14
646,638,Investment,46703.28,2017-10-27
647,1414,Savings,15277.8,2023-03-12
648,2399,Checking,30976.83,2021-09-14
649,1368,Investment,9379.07,2020-03-29
650,4348,Checking,17517.84,2018-08-21
651,2523,Savings,3440.58,2019-08-08
652,4713,Checking,37590.84,2019-03-10
653,1611,Savings,4032.23,2015-04-22
654,2732,Checking,16239.89,2020-11-01
655,673,Investment,25152.77,2015-09-18
656,3260,Checking,10707.53,2017-12-08
657,1914,Investment,23733.69,2018-02-18
658,3097,Checking,47694.18,2015-02-25
659,297,Investment,26551.83,2015-07-23
660,953,Savings,24522.93,2018-07-20
661,2924,Checking,47238.05,2020-02-04
662,4707,Investment,15878.66,2021-01-03
663,2453,Checking,11654.41,2019-09-16
664,2232,Investment,18492.72,2020-09-26
665,781,Savings,4466.03,2023-09-28
666,2639,Savings,43164.53,2018-01-20
667,332,Savings,20761.25,2022-02-16
668,4786,Investment,696.71,2023-01-29
669,1385,Checking,14331.34,2017-10-11
670,2773,Investment,13471.98,2023-11-25
671,1840,Investment,36569.74,2021-04-19
